species	species_loc	hg19_loc_original	hg19_loc	nh/h_ratio
jacJac1	JH725452:4955457-4955458	chr17:43779656-43779658	chr17_ctg5_hap1:1087671-1087672	0.5
jacJac1	JH725452:4955455-4955456	chr17:43779656-43779658	chr17:43779657-43779658	0.5
jacJac1	JH725452:4955455-4955456	chr17:43779656-43779658	chr17_ctg5_hap1:1087670-1087671	0.5
jacJac1	JH725452:4824241-4824242	chr17:43910261-43910263	chr17:43910261-43910262	0.5
jacJac1	JH725452:4824241-4824242	chr17:43910261-43910263	chr17_ctg5_hap1:957247-957248	0.5
jacJac1	JH725452:4824239-4824240	chr17:43910261-43910263	chr17:43910262-43910263	0.5
jacJac1	JH725452:4824239-4824240	chr17:43910261-43910263	chr17_ctg5_hap1:957246-957247	0.5
jacJac1	JH725452:4641881-4641882	chr17:44089562-44089564	chr17:44089562-44089563	0.5
jacJac1	JH725452:4641881-4641882	chr17:44089562-44089564	chr17_ctg5_hap1:778430-778431	0.5
jacJac1	JH725452:4641879-4641880	chr17:44089562-44089564	chr17:44089563-44089564	0.5
jacJac1	JH725452:4641879-4641880	chr17:44089562-44089564	chr17_ctg5_hap1:778429-778430	0.5
jacJac1	JH725457:2564577-2564579	chr3:46183559-46183561	chr3:46183559-46183561	1.0
jacJac1	JH725457:2564577-2564579	chr3:46183559-46183561	chr13:28877029-28877031	1.0
jacJac1	JH725469:10454347-10454349	chr3:46183559-46183561	chr3:46183559-46183561	1.0
jacJac1	JH725469:10454347-10454349	chr3:46183559-46183561	chr13:28877029-28877031	1.0
jacJac1	JH725446:9847800-9847802	chr3:46353198-46353200	chr3:46353198-46353200	1.5
jacJac1	JH725446:9847800-9847802	chr3:46353198-46353200	chr16:21968859-21968861	1.5
jacJac1	JH725550:1911898-1911900	chr3:46353198-46353200	chr3:46353198-46353200	1.5
jacJac1	JH725550:1911898-1911900	chr3:46353198-46353200	chr16:21968859-21968861	1.5
jacJac1	JH725581:3930357-3930359	chr3:46353198-46353200	chr3:46353198-46353200	1.5
jacJac1	JH725581:3930357-3930359	chr3:46353198-46353200	chr16:21968859-21968861	1.5
jacJac1	JH725452:4984717-4984718	chr17:43754098-43754100	chr17:43754098-43754099	0.5
jacJac1	JH725452:4984717-4984718	chr17:43754098-43754100	chr17_ctg5_hap1:1113209-1113210	0.5
jacJac1	JH725452:4984715-4984716	chr17:43754098-43754100	chr17:43754099-43754100	0.5
jacJac1	JH725452:4984715-4984716	chr17:43754098-43754100	chr17_ctg5_hap1:1113208-1113209	0.5
jacJac1	JH725452:6159520-6159522	chr17:44351532-44351534	chr17:44351532-44351534	0.4
jacJac1	JH725452:6159520-6159522	chr17:44351532-44351534	chr17:65979290-65979292	0.4
jacJac1	JH725452:6159520-6159522	chr17:44351532-44351534	chr17_ctg5_hap1:514435-514437	0.4
jacJac1	JH725452:6159520-6159522	chr17:44351532-44351534	chr17_ctg5_hap1:1218538-1218540	0.4
jacJac1	JH725452:6159520-6159522	chr17:44351532-44351534	chr17_ctg5_hap1:1255844-1255846	0.4
jacJac1	JH725485:1514162-1514164	chr17:44351532-44351534	chr17:44351532-44351534	0.4
jacJac1	JH725485:1514162-1514164	chr17:44351532-44351534	chr17:65979290-65979292	0.4
jacJac1	JH725485:1514162-1514164	chr17:44351532-44351534	chr17_ctg5_hap1:514435-514437	0.4
jacJac1	JH725485:1514162-1514164	chr17:44351532-44351534	chr17_ctg5_hap1:1218538-1218540	0.4
jacJac1	JH725485:1514162-1514164	chr17:44351532-44351534	chr17_ctg5_hap1:1255844-1255846	0.4
jacJac1	JH725442:44007137-44007138	chr2:166930980-166930982	chr2:166930980-166930981	1.0
jacJac1	JH725442:44007139-44007140	chr2:166930980-166930982	chr2:166930981-166930982	1.0
jacJac1	JH725457:2564576-2564578	chr3:46183560-46183562	chr3:46183560-46183562	1.0
jacJac1	JH725457:2564576-2564578	chr3:46183560-46183562	chr13:28877030-28877032	1.0
jacJac1	JH725469:10454348-10454350	chr3:46183560-46183562	chr3:46183560-46183562	1.0
jacJac1	JH725469:10454348-10454350	chr3:46183560-46183562	chr13:28877030-28877032	1.0
jacJac1	JH725484:17204347-17204348	chr3:46305440-46305442	chr3:46305440-46305441	1.0
jacJac1	JH725484:17204350-17204351	chr3:46305440-46305442	chr3:46305441-46305442	1.0
jacJac1	JH725598:2230413-2230415	chr1:214119341-214119343	chr1:214119341-214119343	2.0
jacJac1	JH725598:2234745-2234747	chr1:214119341-214119343	chr1:214119341-214119343	2.0
jacJac1	JH725452:4771503-4771504	chr17:43960019-43960021	chr17:43960019-43960020	0.5
jacJac1	JH725452:4771503-4771504	chr17:43960019-43960021	chr17_ctg5_hap1:907584-907585	0.5
jacJac1	JH725452:4771496-4771497	chr17:43960019-43960021	chr17:43960020-43960021	0.5
jacJac1	JH725452:4771496-4771497	chr17:43960019-43960021	chr17_ctg5_hap1:907583-907584	0.5
jacJac1	JH725452:6159673-6159675	chr17:44351685-44351687	chr17:44351685-44351687	0.6
jacJac1	JH725452:6159673-6159675	chr17:44351685-44351687	chr17:65979136-65979138	0.6
jacJac1	JH725452:6159673-6159675	chr17:44351685-44351687	chr17_ctg5_hap1:514282-514284	0.6
jacJac1	JH725452:6159673-6159675	chr17:44351685-44351687	chr17_ctg5_hap1:1218691-1218693	0.6
jacJac1	JH725452:6159673-6159675	chr17:44351685-44351687	chr17_ctg5_hap1:1255691-1255693	0.6
jacJac1	JH725466:27111054-27111056	chr17:44351685-44351687	chr17:44351685-44351687	0.6
jacJac1	JH725466:27111054-27111056	chr17:44351685-44351687	chr17:65979136-65979138	0.6
jacJac1	JH725466:27111054-27111056	chr17:44351685-44351687	chr17_ctg5_hap1:514282-514284	0.6
jacJac1	JH725466:27111054-27111056	chr17:44351685-44351687	chr17_ctg5_hap1:1218691-1218693	0.6
jacJac1	JH725466:27111054-27111056	chr17:44351685-44351687	chr17_ctg5_hap1:1255691-1255693	0.6
jacJac1	JH725485:1517123-1517125	chr17:44351685-44351687	chr17:44351685-44351687	0.6
jacJac1	JH725485:1517123-1517125	chr17:44351685-44351687	chr17:65979136-65979138	0.6
jacJac1	JH725485:1517123-1517125	chr17:44351685-44351687	chr17_ctg5_hap1:514282-514284	0.6
jacJac1	JH725485:1517123-1517125	chr17:44351685-44351687	chr17_ctg5_hap1:1218691-1218693	0.6
jacJac1	JH725485:1517123-1517125	chr17:44351685-44351687	chr17_ctg5_hap1:1255691-1255693	0.6
jacJac1	JH725454:26472391-26472393	chr19:49303069-49303071	chr19:49303069-49303071	2.0
jacJac1	JH725624:1193128-1193130	chr19:49303069-49303071	chr19:49303069-49303071	2.0
jacJac1	JH725468:20459608-20459609	chr2:126479928-126479930	chr2:126479928-126479929	2.0
jacJac1	JH725468:20461567-20461568	chr2:126479928-126479930	chr2:126479928-126479929	2.0
jacJac1	JH725450:29415728-29415729	chr21:34635052-34635054	chr21:34635052-34635053	1.0
jacJac1	JH725450:29415733-29415734	chr21:34635052-34635054	chr21:34635053-34635054	1.0
jacJac1	JH725484:16989132-16989133	chr3:46007701-46007703	chr3:46007701-46007702	1.0
jacJac1	JH725484:16989138-16989139	chr3:46007701-46007703	chr3:46007702-46007703	1.0
jacJac1	JH725484:17099866-17099867	chr3:46143288-46143290	chr3:46143288-46143289	1.0
jacJac1	JH725484:17099871-17099872	chr3:46143288-46143290	chr3:46143289-46143290	1.0
jacJac1	JH725462:393953-393955	chr9:136127267-136127269	chr9:100070322-100070324	0.3333333333333333
jacJac1	JH725462:393953-393955	chr9:136127267-136127269	chr9:136127267-136127269	0.3333333333333333
jacJac1	JH725462:393953-393955	chr9:136127267-136127269	chr7_gl000195_random:109105-109107	0.3333333333333333
jacJac1	JH725462:393953-393955	chr9:136127267-136127269	chr7_gl000195_random:115494-115496	0.3333333333333333
jacJac1	JH725462:393953-393955	chr9:136127267-136127269	chr17_gl000205_random:5186-5188	0.3333333333333333
jacJac1	JH725462:393953-393955	chr9:136127267-136127269	chr17_gl000205_random:11430-11432	0.3333333333333333
jacJac1	JH725731:20542-20544	chr9:136127267-136127269	chr9:100070322-100070324	0.3333333333333333
jacJac1	JH725731:20542-20544	chr9:136127267-136127269	chr9:136127267-136127269	0.3333333333333333
jacJac1	JH725731:20542-20544	chr9:136127267-136127269	chr7_gl000195_random:109105-109107	0.3333333333333333
jacJac1	JH725731:20542-20544	chr9:136127267-136127269	chr7_gl000195_random:115494-115496	0.3333333333333333
jacJac1	JH725731:20542-20544	chr9:136127267-136127269	chr17_gl000205_random:5186-5188	0.3333333333333333
jacJac1	JH725731:20542-20544	chr9:136127267-136127269	chr17_gl000205_random:11430-11432	0.3333333333333333
jacJac1	JH725510:10872604-10872605	chr16:56139045-56139047	chr16:56139045-56139046	1.0
jacJac1	JH725510:10872607-10872608	chr16:56139045-56139047	chr16:56139046-56139047	1.0
jacJac1	JH725452:4957430-4957431	chr17:43778405-43778407	chr17:43778405-43778406	0.5
jacJac1	JH725452:4957430-4957431	chr17:43778405-43778407	chr17_ctg5_hap1:1088929-1088930	0.5
jacJac1	JH725452:4957416-4957417	chr17:43778405-43778407	chr17:43778406-43778407	0.5
jacJac1	JH725452:4957416-4957417	chr17:43778405-43778407	chr17_ctg5_hap1:1088928-1088929	0.5
jacJac1	JH725452:4945502-4945503	chr17:43787305-43787307	chr17:43787305-43787306	0.5
jacJac1	JH725452:4945502-4945503	chr17:43787305-43787307	chr17_ctg5_hap1:1080014-1080015	0.5
jacJac1	JH725452:4945499-4945500	chr17:43787305-43787307	chr17:43787306-43787307	0.5
jacJac1	JH725452:4945499-4945500	chr17:43787305-43787307	chr17_ctg5_hap1:1080013-1080014	0.5
jacJac1	JH725452:4823067-4823068	chr17:43911351-43911353	chr17:43911351-43911352	0.5
jacJac1	JH725452:4823067-4823068	chr17:43911351-43911353	chr17_ctg5_hap1:956157-956158	0.5
jacJac1	JH725452:4823065-4823066	chr17:43911351-43911353	chr17:43911352-43911353	0.5
jacJac1	JH725452:4823065-4823066	chr17:43911351-43911353	chr17_ctg5_hap1:956156-956157	0.5
jacJac1	JH725484:16765846-16765848	chr3:45841937-45841939	chr3:45841937-45841939	2.0
jacJac1	JH725484:16829439-16829441	chr3:45841937-45841939	chr3:45841937-45841939	2.0
jacJac1	JH725471:2466571-2466573	chr3:45960645-45960647	chr3:45960645-45960647	2.0
jacJac1	JH725484:16940171-16940173	chr3:45960645-45960647	chr3:45960645-45960647	2.0
jacJac1	JH725454:2004062-2004063	chr3:101425702-101425704	chr3:101425702-101425703	2.0
jacJac1	JH725583:1069098-1069099	chr3:101425702-101425704	chr3:101425702-101425703	2.0
jacJac1	JH725441:40472497-40472498	chr5:91803049-91803051	chr5:91803049-91803050	1.0
jacJac1	JH725441:40472478-40472479	chr5:91803049-91803051	chr5:91803050-91803051	1.0
jacJac1	JH725476:16941916-16941917	chr5:163125304-163125306	chr5:163125304-163125305	1.0
jacJac1	JH725476:16941893-16941894	chr5:163125304-163125306	chr5:163125305-163125306	1.0
jacJac1	JH725467:2772631-2772632	chr1:188495328-188495330	chr1:188495328-188495329	1.0
jacJac1	JH725467:2772633-2772634	chr1:188495328-188495330	chr1:188495329-188495330	1.0
jacJac1	JH725483:6351394-6351395	chr11:97763480-97763482	chr11:97763480-97763481	1.0
jacJac1	JH725483:6351387-6351388	chr11:97763480-97763482	chr11:97763481-97763482	1.0
jacJac1	JH725510:10872620-10872621	chr16:56139059-56139061	chr16:56139059-56139060	1.0
jacJac1	JH725510:10872622-10872623	chr16:56139059-56139061	chr16:56139060-56139061	1.0
jacJac1	JH725452:4841081-4841082	chr17:43894509-43894511	chr17:43894509-43894510	0.5
jacJac1	JH725452:4841081-4841082	chr17:43894509-43894511	chr17_ctg5_hap1:973031-973032	0.5
jacJac1	JH725452:4841079-4841080	chr17:43894509-43894511	chr17:43894510-43894511	0.5
jacJac1	JH725452:4841079-4841080	chr17:43894509-43894511	chr17_ctg5_hap1:973030-973031	0.5
jacJac1	JH725452:4681705-4681706	chr17:44049328-44049330	chr17:44049328-44049329	0.5
jacJac1	JH725452:4681705-4681706	chr17:44049328-44049330	chr17_ctg5_hap1:818480-818481	0.5
jacJac1	JH725452:4681703-4681704	chr17:44049328-44049330	chr17:44049329-44049330	0.5
jacJac1	JH725452:4681703-4681704	chr17:44049328-44049330	chr17_ctg5_hap1:818479-818480	0.5
jacJac1	JH725452:4629852-4629853	chr17:44106805-44106807	chr17:44106805-44106806	0.5
jacJac1	JH725452:4629852-4629853	chr17:44106805-44106807	chr17_ctg5_hap1:761175-761176	0.5
jacJac1	JH725452:4629849-4629850	chr17:44106805-44106807	chr17:44106806-44106807	0.5
jacJac1	JH725452:4629849-4629850	chr17:44106805-44106807	chr17_ctg5_hap1:761174-761175	0.5
jacJac1	JH725470:20442024-20442025	chr2:49810570-49810572	chr2:49810570-49810571	1.0
jacJac1	JH725470:20442032-20442033	chr2:49810570-49810572	chr2:49810571-49810572	1.0
jacJac1	JH725471:2466519-2466521	chr3:45960699-45960701	chr3:45960699-45960701	2.0
jacJac1	JH725484:16940225-16940227	chr3:45960699-45960701	chr3:45960699-45960701	2.0
jacJac1	JH725484:17113962-17113963	chr3:46177161-46177163	chr3:46177161-46177162	1.0
jacJac1	JH725484:17113966-17113967	chr3:46177161-46177163	chr3:46177162-46177163	1.0
jacJac1	JH725484:17132645-17132647	chr3:46242476-46242478	chr3:46242476-46242478	2.0
jacJac1	JH725484:17150294-17150296	chr3:46242476-46242478	chr3:46242476-46242478	2.0
jacJac1	JH725445:41863271-41863272	chr7:50360662-50360664	chr7:50360662-50360663	1.0
jacJac1	JH725445:41863278-41863279	chr7:50360662-50360664	chr7:50360663-50360664	1.0
jacJac1	JH725452:5025856-5025858	chr17:43714672-43714674	chr17:43714672-43714674	1.0
jacJac1	JH725452:5025856-5025858	chr17:43714672-43714674	chr17_ctg5_hap1:1152606-1152608	1.0
jacJac1	JH725498:3918831-3918833	chr17:43714672-43714674	chr17:43714672-43714674	1.0
jacJac1	JH725498:3918831-3918833	chr17:43714672-43714674	chr17_ctg5_hap1:1152606-1152608	1.0
jacJac1	JH725452:4932334-4932335	chr17:43808944-43808946	chr17:43808944-43808945	0.5
jacJac1	JH725452:4932334-4932335	chr17:43808944-43808946	chr17_ctg5_hap1:1058510-1058511	0.5
jacJac1	JH725452:4932330-4932331	chr17:43808944-43808946	chr17:43808945-43808946	0.5
jacJac1	JH725452:4932330-4932331	chr17:43808944-43808946	chr17_ctg5_hap1:1058509-1058510	0.5
jacJac1	JH725452:4916553-4916554	chr17:43823124-43823126	chr17:43823124-43823125	0.5
jacJac1	JH725452:4916553-4916554	chr17:43823124-43823126	chr17_ctg5_hap1:1044343-1044344	0.5
jacJac1	JH725452:4916549-4916550	chr17:43823124-43823126	chr17:43823125-43823126	0.5
jacJac1	JH725452:4916549-4916550	chr17:43823124-43823126	chr17_ctg5_hap1:1044342-1044343	0.5
jacJac1	JH725452:4894582-4894583	chr17:43844797-43844799	chr17:43844797-43844798	0.5
jacJac1	JH725452:4894582-4894583	chr17:43844797-43844799	chr17_ctg5_hap1:1022770-1022771	0.5
jacJac1	JH725452:4894510-4894511	chr17:43844797-43844799	chr17:43844798-43844799	0.5
jacJac1	JH725452:4894510-4894511	chr17:43844797-43844799	chr17_ctg5_hap1:1022769-1022770	0.5
jacJac1	JH725452:4570860-4570862	chr17:44181453-44181455	chr17:44181453-44181455	0.6666666666666666
jacJac1	JH725452:4570860-4570862	chr17:44181453-44181455	chr17:45165675-45165677	0.6666666666666666
jacJac1	JH725452:4570860-4570862	chr17:44181453-44181455	chr17_ctg5_hap1:684603-684605	0.6666666666666666
jacJac1	JH725452:24694924-24694926	chr17:44181453-44181455	chr17:44181453-44181455	0.6666666666666666
jacJac1	JH725452:24694924-24694926	chr17:44181453-44181455	chr17:45165675-45165677	0.6666666666666666
jacJac1	JH725452:24694924-24694926	chr17:44181453-44181455	chr17_ctg5_hap1:684603-684605	0.6666666666666666
jacJac1	JH725484:17132813-17132815	chr3:46242615-46242617	chr3:46242615-46242617	2.0
jacJac1	JH725484:17150664-17150666	chr3:46242615-46242617	chr3:46242615-46242617	2.0
jacJac1	JH725444:41584308-41584309	chr5:17191650-17191652	chr5:17191650-17191651	1.0
jacJac1	JH725444:41584306-41584307	chr5:17191650-17191652	chr5:17191651-17191652	1.0
jacJac1	JH725526:1963474-1963475	chr7:76023083-76023085	chr7:76023083-76023084	1.0
jacJac1	JH725526:1963476-1963477	chr7:76023083-76023085	chr7:76023084-76023085	1.0
jacJac1	JH725449:29426203-29426204	chr9:136132907-136132909	chr9:136132907-136132908	2.0
jacJac1	JH725449:29476930-29476931	chr9:136132907-136132909	chr9:136132907-136132908	2.0
jacJac1	JH725449:29426201-29426202	chr9:136132907-136132909	chr9:136132908-136132909	2.0
jacJac1	JH725449:29476932-29476933	chr9:136132907-136132909	chr9:136132908-136132909	2.0
jacJac1	JH725510:9214768-9214769	chr16:54551335-54551337	chr16:54551335-54551336	1.0
jacJac1	JH725510:9214770-9214771	chr16:54551335-54551337	chr16:54551336-54551337	1.0
jacJac1	JH725452:5025698-5025700	chr17:43714849-43714851	chr17:43714849-43714851	1.0
jacJac1	JH725452:5025698-5025700	chr17:43714849-43714851	chr17_ctg5_hap1:1152429-1152431	1.0
jacJac1	JH725498:3918675-3918677	chr17:43714849-43714851	chr17:43714849-43714851	1.0
jacJac1	JH725498:3918675-3918677	chr17:43714849-43714851	chr17_ctg5_hap1:1152429-1152431	1.0
jacJac1	JH725452:4840986-4840987	chr17:43894608-43894610	chr17:43894608-43894609	0.5
jacJac1	JH725452:4840986-4840987	chr17:43894608-43894610	chr17_ctg5_hap1:972932-972933	0.5
jacJac1	JH725452:4840984-4840985	chr17:43894608-43894610	chr17:43894609-43894610	0.5
jacJac1	JH725452:4840984-4840985	chr17:43894608-43894610	chr17_ctg5_hap1:972931-972932	0.5
jacJac1	JH725452:4705761-4705762	chr17:44018398-44018400	chr17:44018398-44018399	0.5
jacJac1	JH725452:4705761-4705762	chr17:44018398-44018400	chr17_ctg5_hap1:849282-849283	0.5
jacJac1	JH725452:4705759-4705760	chr17:44018398-44018400	chr17:44018399-44018400	0.5
jacJac1	JH725452:4705759-4705760	chr17:44018398-44018400	chr17_ctg5_hap1:849281-849282	0.5
jacJac1	JH725452:31851334-31851335	chr17:47843453-47843455	chr17:47843453-47843454	1.0
jacJac1	JH725452:31851337-31851338	chr17:47843453-47843455	chr17:47843454-47843455	1.0
jacJac1	JH725471:2464954-2464956	chr3:45962751-45962753	chr3:45962751-45962753	2.0
jacJac1	JH725484:16941318-16941320	chr3:45962751-45962753	chr3:45962751-45962753	2.0
jacJac1	JH725484:17132973-17132975	chr3:46242784-46242786	chr3:46242784-46242786	2.0
jacJac1	JH725484:17150832-17150834	chr3:46242784-46242786	chr3:46242784-46242786	2.0
jacJac1	JH725484:17195453-17195454	chr3:46273765-46273767	chr3:46273765-46273766	1.0
jacJac1	JH725484:17195459-17195460	chr3:46273765-46273767	chr3:46273766-46273767	1.0
jacJac1	JH725571:5699762-5699763	chr4:165626814-165626816	chr4:165626814-165626815	1.0
jacJac1	JH725571:5699764-5699765	chr4:165626814-165626816	chr4:165626815-165626816	1.0
jacJac1	JH725447:25693094-25693096	chr5:17202350-17202352	chr5:17202350-17202352	0.6666666666666666
jacJac1	JH725447:25693094-25693096	chr5:17202350-17202352	chr7:105765787-105765789	0.6666666666666666
jacJac1	JH725447:25693094-25693096	chr5:17202350-17202352	chr15:51236828-51236830	0.6666666666666666
jacJac1	JH725454:3219131-3219133	chr5:17202350-17202352	chr5:17202350-17202352	0.6666666666666666
jacJac1	JH725454:3219131-3219133	chr5:17202350-17202352	chr7:105765787-105765789	0.6666666666666666
jacJac1	JH725454:3219131-3219133	chr5:17202350-17202352	chr15:51236828-51236830	0.6666666666666666
jacJac1	JH725452:5025523-5025524	chr17:43715017-43715019	chr17:43715017-43715018	0.75
jacJac1	JH725452:5025523-5025524	chr17:43715017-43715019	chr17_ctg5_hap1:1152262-1152263	0.75
jacJac1	JH725498:3918496-3918497	chr17:43715017-43715019	chr17:43715017-43715018	0.75
jacJac1	JH725498:3918496-3918497	chr17:43715017-43715019	chr17_ctg5_hap1:1152262-1152263	0.75
jacJac1	JH725498:3918489-3918490	chr17:43715017-43715019	chr17:43715018-43715019	0.75
jacJac1	JH725498:3918489-3918490	chr17:43715017-43715019	chr17_ctg5_hap1:1152261-1152262	0.75
jacJac1	JH725452:4803738-4803739	chr17:43926991-43926993	chr17:43926991-43926992	0.5
jacJac1	JH725452:4803738-4803739	chr17:43926991-43926993	chr17_ctg5_hap1:940551-940552	0.5
jacJac1	JH725452:4803736-4803737	chr17:43926991-43926993	chr17:43926992-43926993	0.5
jacJac1	JH725452:4803736-4803737	chr17:43926991-43926993	chr17_ctg5_hap1:940550-940551	0.5
jacJac1	JH725452:14078741-14078742	chr17:71768273-71768275	chr17:71768273-71768274	1.0
jacJac1	JH725452:14078758-14078759	chr17:71768273-71768275	chr17:71768274-71768275	1.0
jacJac1	JH725442:6153593-6153594	chr2:103816492-103816494	chr2:103816492-103816493	1.0
jacJac1	JH725442:6153595-6153596	chr2:103816492-103816494	chr2:103816493-103816494	1.0
jacJac1	JH725484:1780493-1780495	chr3:46449390-46449392	chr3:46449390-46449392	1.0
jacJac1	JH725484:17341160-17341161	chr3:46449390-46449392	chr3:46449390-46449391	1.0
jacJac1	JH725450:11618907-11618908	chr3:197135001-197135003	chr3:197135001-197135002	1.0
jacJac1	JH725450:11618901-11618902	chr3:197135001-197135003	chr3:197135002-197135003	1.0
jacJac1	JH725439:61501354-61501356	chr7:10136180-10136182	chr1:162569346-162569348	1.0
jacJac1	JH725439:61501354-61501356	chr7:10136180-10136182	chr7:10136180-10136182	1.0
jacJac1	JH725439:61501354-61501356	chr7:10136180-10136182	chr17:45446666-45446668	1.0
jacJac1	JH725472:18515748-18515750	chr7:10136180-10136182	chr1:162569346-162569348	1.0
jacJac1	JH725472:18515748-18515750	chr7:10136180-10136182	chr7:10136180-10136182	1.0
jacJac1	JH725472:18515748-18515750	chr7:10136180-10136182	chr17:45446666-45446668	1.0
jacJac1	JH725495:1015090-1015092	chr7:10136180-10136182	chr1:162569346-162569348	1.0
jacJac1	JH725495:1015090-1015092	chr7:10136180-10136182	chr7:10136180-10136182	1.0
jacJac1	JH725495:1015090-1015092	chr7:10136180-10136182	chr17:45446666-45446668	1.0
jacJac1	JH725449:29780934-29780935	chr9:136334597-136334599	chr9:136334597-136334598	1.0
jacJac1	JH725449:29780936-29780937	chr9:136334597-136334599	chr9:136334598-136334599	1.0
loxAfr3	scaffold_16:11288679-11288681	chr1:188501475-188501477	chr1:188501475-188501477	1.0
loxAfr3	scaffold_16:11288679-11288681	chr1:188501475-188501477	chr17:31578033-31578035	1.0
loxAfr3	scaffold_31:2713136-2713138	chr1:188501475-188501477	chr1:188501475-188501477	1.0
loxAfr3	scaffold_31:2713136-2713138	chr1:188501475-188501477	chr17:31578033-31578035	1.0
loxAfr3	scaffold_58:8772363-8772364	chr11:120754722-120754724	chr11:120754722-120754723	1.0
loxAfr3	scaffold_58:8772365-8772366	chr11:120754722-120754724	chr11:120754723-120754724	1.0
loxAfr3	scaffold_11:4031203-4031205	chr13:33703665-33703667	chr8:12957461-12957463	1.0
loxAfr3	scaffold_11:4031203-4031205	chr13:33703665-33703667	chr13:33703665-33703667	1.0
loxAfr3	scaffold_22:34469551-34469553	chr13:33703665-33703667	chr8:12957461-12957463	1.0
loxAfr3	scaffold_22:34469551-34469553	chr13:33703665-33703667	chr13:33703665-33703667	1.0
loxAfr3	scaffold_31:27190589-27190590	chr17:43854339-43854341	chr17:43854339-43854340	0.5
loxAfr3	scaffold_31:27190589-27190590	chr17:43854339-43854341	chr17_ctg5_hap1:1013237-1013238	0.5
loxAfr3	scaffold_31:27190591-27190592	chr17:43854339-43854341	chr17:43854340-43854341	0.5
loxAfr3	scaffold_31:27190591-27190592	chr17:43854339-43854341	chr17_ctg5_hap1:1013236-1013237	0.5
loxAfr3	scaffold_31:27242215-27242217	chr17:43904527-43904529	chr17:43904527-43904529	1.0
loxAfr3	scaffold_31:27242215-27242217	chr17:43904527-43904529	chr17_ctg5_hap1:963017-963019	1.0
loxAfr3	scaffold_32:213300-213302	chr17:43904527-43904529	chr17:43904527-43904529	1.0
loxAfr3	scaffold_32:213300-213302	chr17:43904527-43904529	chr17_ctg5_hap1:963017-963019	1.0
loxAfr3	scaffold_31:27268971-27268973	chr17:43923702-43923704	chr17:43923702-43923704	0.6666666666666666
loxAfr3	scaffold_31:27268971-27268973	chr17:43923702-43923704	chr19:2345323-2345325	0.6666666666666666
loxAfr3	scaffold_31:27268971-27268973	chr17:43923702-43923704	chr17_ctg5_hap1:943835-943837	0.6666666666666666
loxAfr3	scaffold_132:568422-568424	chr17:43923702-43923704	chr17:43923702-43923704	0.6666666666666666
loxAfr3	scaffold_132:568422-568424	chr17:43923702-43923704	chr19:2345323-2345325	0.6666666666666666
loxAfr3	scaffold_132:568422-568424	chr17:43923702-43923704	chr17_ctg5_hap1:943835-943837	0.6666666666666666
loxAfr3	scaffold_3:17047983-17047985	chr17:44111612-44111614	chr2:210893654-210893656	0.6666666666666666
loxAfr3	scaffold_3:17047983-17047985	chr17:44111612-44111614	chr17:44111612-44111614	0.6666666666666666
loxAfr3	scaffold_3:17047983-17047985	chr17:44111612-44111614	chr17_ctg5_hap1:756362-756364	0.6666666666666666
loxAfr3	scaffold_31:27443392-27443394	chr17:44111612-44111614	chr2:210893654-210893656	0.6666666666666666
loxAfr3	scaffold_31:27443392-27443394	chr17:44111612-44111614	chr17:44111612-44111614	0.6666666666666666
loxAfr3	scaffold_31:27443392-27443394	chr17:44111612-44111614	chr17_ctg5_hap1:756362-756364	0.6666666666666666
loxAfr3	scaffold_31:27601063-27601064	chr17:44275618-44275620	chr17:44275618-44275619	0.3333333333333333
loxAfr3	scaffold_31:27601063-27601064	chr17:44275618-44275620	chr17_ctg5_hap1:590703-590704	0.3333333333333333
loxAfr3	scaffold_31:27601063-27601064	chr17:44275618-44275620	chr17_ctg5_hap1:1319282-1319283	0.3333333333333333
loxAfr3	scaffold_31:27601067-27601068	chr17:44275618-44275620	chr17:44275619-44275620	0.3333333333333333
loxAfr3	scaffold_31:27601067-27601068	chr17:44275618-44275620	chr17_ctg5_hap1:590702-590703	0.3333333333333333
loxAfr3	scaffold_31:27601067-27601068	chr17:44275618-44275620	chr17_ctg5_hap1:1319281-1319282	0.3333333333333333
loxAfr3	scaffold_4:37704198-37704200	chr18:59814176-59814178	chr18:59814176-59814178	1.0
loxAfr3	scaffold_4:37798536-37798537	chr18:59814176-59814178	chr18:59814177-59814178	1.0
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr1:111390392-111390394	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr2:233208916-233208918	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr3:46065962-46065964	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr4:69045612-69045614	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr8:108996490-108996492	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr9:7808841-7808843	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr10:5819112-5819114	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr10:64914275-64914277	0.2222222222222222
loxAfr3	scaffold_6:91464579-91464581	chr3:46065962-46065964	chr18:33422879-33422881	0.2222222222222222
