chr	start	end	hg19_loc	species	liftOver_input
chr20	18670435	18670437	chr20:23455799-23455801	ponAbe2	chr20:18670435-18670437
chr21	34244404	34244405	chr21:34635052-34635054	ponAbe2	chr21:34244404-34244405
chr21	34244406	34244407	chr21:34635052-34635054	ponAbe2	chr21:34244406-34244407
chr3	100558490	100558492	chr3:46047766-46047768	ponAbe2	chr3:100558490-100558492
chr3	100562256	100562258	chr3:46047766-46047768	ponAbe2	chr3:100562256-100562258
chr3	100158620	100158622	chr3:46481304-46481306	ponAbe2	chr3:100158620-100158622
chr3_random	2277041	2277043	chr3:46481304-46481306	ponAbe2	chr3_random:2277041-2277043
chr3	32068840	32068842	chr3:100825232-100825234	ponAbe2	chr3:32068840-32068842
chr3_random	17160224	17160226	chr3:100825232-100825234	ponAbe2	chr3_random:17160224-17160226
chr4	71568477	71568479	chr4:69656845-69656847	ponAbe2	chr4:71568477-71568479
chr4	71579993	71579995	chr4:69656845-69656847	ponAbe2	chr4:71579993-71579995
chr4	71715858	71715860	chr4:69656845-69656847	ponAbe2	chr4:71715858-71715860
chr4	71936584	71936586	chr4:69656845-69656847	ponAbe2	chr4:71936584-71936586
chr4	72231029	72231031	chr4:69656845-69656847	ponAbe2	chr4:72231029-72231031
chr4	72370988	72370990	chr4:69656845-69656847	ponAbe2	chr4:72370988-72370990
chr4	72416186	72416188	chr4:69656845-69656847	ponAbe2	chr4:72416186-72416188
chr4_random	952103	952105	chr4:69656845-69656847	ponAbe2	chr4_random:952103-952105
chr4_random	2669053	2669055	chr4:69656845-69656847	ponAbe2	chr4_random:2669053-2669055
chr4_random	4358475	4358477	chr4:69656845-69656847	ponAbe2	chr4_random:4358475-4358477
chr17	19049790	19049792	chr4:122920123-122920125	ponAbe2	chr17:19049790-19049792
chr4	126624473	126624475	chr4:122920123-122920125	ponAbe2	chr4:126624473-126624475
chr5	4677941	4677943	chr5:4656181-4656183	ponAbe2	chr5:4677941-4677943
chr5	4681866	4681868	chr5:4656181-4656183	ponAbe2	chr5:4681866-4681868
chr7	148459368	148459370	chr7:150482878-150482880	ponAbe2	chr7:148459368-148459370
chr7_random	4768894	4768896	chr7:150482878-150482880	ponAbe2	chr7_random:4768894-4768896
chr8	26793010	26793012	chr8:26828014-26828016	ponAbe2	chr8:26793010-26793012
chr8	26794825	26794827	chr8:26828014-26828016	ponAbe2	chr8:26794825-26794827
chr8	29366617	29366619	chr8:29321569-29321571	ponAbe2	chr8:29366617-29366619
chr8_random	9246431	9246433	chr8:29321569-29321571	ponAbe2	chr8_random:9246431-9246433
chr19	27980625	27980627	chr8:68777876-68777878	ponAbe2	chr19:27980625-27980627
chr8	70079431	70079433	chr8:68777876-68777878	ponAbe2	chr8:70079431-70079433
chr8_random	2607213	2607215	chr8:68777876-68777878	ponAbe2	chr8_random:2607213-2607215
chr8	132035959	132035961	chr8:125376733-125376735	ponAbe2	chr8:132035959-132035961
chr8_random	7599524	7599526	chr8:125376733-125376735	ponAbe2	chr8_random:7599524-7599526
chrUn_JH296204	332	334	chr12:113363177-113363179	rheMac3	chrUn_JH296204:332-334
chrUn_JH296213	332	334	chr12:113363177-113363179	rheMac3	chrUn_JH296213:332-334
chr11	114727051	114727053	chr12:113365160-113365162	rheMac3	chr11:114727051-114727053
chrUn_JH323655	31	33	chr12:113365160-113365162	rheMac3	chrUn_JH323655:31-33
chr16	58513130	58513132	chr17:43978319-43978321	rheMac3	chr16:58513130-58513132
chrX	63671678	63671680	chr17:43978319-43978321	rheMac3	chrX:63671678-63671680
chr16	56220658	56220660	chr17:44025346-44025348	rheMac3	chr16:56220658-56220660
chr16	58561638	58561640	chr17:44025346-44025348	rheMac3	chr16:58561638-58561640
chr16	58615655	58615657	chr17:44080407-44080409	rheMac3	chr16:58615655-58615657
chr16	58615948	58615950	chr17:44080407-44080409	rheMac3	chr16:58615948-58615950
chr16	58616400	58616402	chr17:44080407-44080409	rheMac3	chr16:58616400-58616402
chr16	58637428	58637429	chr17:44102681-44102683	rheMac3	chr16:58637428-58637429
chr16	58637430	58637431	chr17:44102681-44102683	rheMac3	chr16:58637430-58637431
chr16	58714764	58714766	chr17:44180953-44180955	rheMac3	chr16:58714764-58714766
chr18	24814479	24814481	chr17:44180953-44180955	rheMac3	chr18:24814479-24814481
chr16	58725163	58725165	chr17:44191681-44191683	rheMac3	chr16:58725163-58725165
chr16	58726457	58726459	chr17:44191681-44191683	rheMac3	chr16:58726457-58726459
chr16	58883428	58883430	chr17:44343718-44343720	rheMac3	chr16:58883428-58883430
chr16	65426650	65426652	chr17:44343718-44343720	rheMac3	chr16:65426650-65426652
chr16	57649305	57649307	chr17:44351685-44351687	rheMac3	chr16:57649305-57649307
chr16	65411749	65411751	chr17:44351685-44351687	rheMac3	chr16:65411749-65411751
chr10	57754328	57754330	chr20:23328140-23328142	rheMac3	chr10:57754328-57754330
chr10	57754733	57754735	chr20:23328140-23328142	rheMac3	chr10:57754733-57754735
chr3	13417415	13417416	chr21:34635052-34635054	rheMac3	chr3:13417415-13417416
chr3	13417413	13417414	chr21:34635052-34635054	rheMac3	chr3:13417413-13417414
chr2	95812625	95812627	chr3:39204988-39204990	rheMac3	chr2:95812625-95812627
chr2	98762957	98762959	chr3:39204988-39204990	rheMac3	chr2:98762957-98762959
chr2	91590516	91590518	chr3:46328626-46328628	rheMac3	chr2:91590516-91590518
chr6	6578702	6578704	chr3:46328626-46328628	rheMac3	chr6:6578702-6578704
chr2	21826938	21826940	chr3:101399582-101399584	rheMac3	chr2:21826938-21826940
chrX	1474051	1474053	chr3:101399582-101399584	rheMac3	chrX:1474051-1474053
chr5	61496451	61496453	chr4:69656845-69656847	rheMac3	chr5:61496451-61496453
chr5	61523159	61523161	chr4:69656845-69656847	rheMac3	chr5:61523159-61523161
chrUn_JH308733	40	42	chr9:136127267-136127269	rheMac3	chrUn_JH308733:40-42
chr15	5121635	5121637	chr9:136127267-136127269	rheMac3	chr15:5121635-5121637
chr15	5232969	5232971	chr9:136127267-136127269	rheMac3	chr15:5232969-5232971
chr15	39790001	39790003	chr9:136127267-136127269	rheMac3	chr15:39790001-39790003
chrUn_JH291251	18750	18752	chr9:136127267-136127269	rheMac3	chrUn_JH291251:18750-18752
chr15	5221751	5221753	chr9:136138316-136138318	rheMac3	chr15:5221751-5221753
chr15	5222022	5222024	chr9:136138316-136138318	rheMac3	chr15:5222022-5222024
8	93726364	93726365	chr16:56139045-56139047	C57B6J	8:93726364-93726365
8	93726367	93726368	chr16:56139045-56139047	C57B6J	8:93726367-93726368
11	104048348	104048349	chr17:43774958-43774960	C57B6J	11:104048348-104048349
11	104048351	104048352	chr17:43774958-43774960	C57B6J	11:104048351-104048352
11	104051286	104051287	chr17:43778405-43778407	C57B6J	11:104051286-104051287
11	104051298	104051299	chr17:43778405-43778407	C57B6J	11:104051298-104051299
9	123632942	123632944	chr3:45841937-45841939	C57B6J	9:123632942-123632944
9	123682189	123682191	chr3:45841937-45841939	C57B6J	9:123682189-123682191
1	22558838	22558840	chr3:46138106-46138108	C57B6J	1:22558838-22558840
9	123933308	123933310	chr3:46138106-46138108	C57B6J	9:123933308-123933310
9	123967104	123967106	chr3:46248223-46248225	C57B6J	9:123967104-123967106
9	123981082	123981084	chr3:46248223-46248225	C57B6J	9:123981082-123981084
X	170008775	170008777	chr3:46248223-46248225	C57B6J	X:170008775-170008777
Y	90783691	90783693	chr3:46248223-46248225	C57B6J	Y:90783691-90783693
13	79593806	79593807	chr5:91803049-91803051	C57B6J	13:79593806-79593807
13	79593787	79593788	chr5:91803049-91803051	C57B6J	13:79593787-79593788
11	40467726	40467727	chr5:163125304-163125306	C57B6J	11:40467726-40467727
11	40467703	40467704	chr5:163125304-163125306	C57B6J	11:40467703-40467704
19	11733713	11733714	chr16:56139045-56139047	Rattus	19:11733713-11733714
19	11733710	11733711	chr16:56139045-56139047	Rattus	19:11733710-11733711
10	91870128	91870129	chr17:43774958-43774960	Rattus	10:91870128-91870129
10	91870131	91870132	chr17:43774958-43774960	Rattus	10:91870131-91870132
10	91872576	91872577	chr17:43778405-43778407	Rattus	10:91872576-91872577
10	91872588	91872589	chr17:43778405-43778407	Rattus	10:91872588-91872589
8	131861798	131861800	chr3:45841937-45841939	Rattus	8:131861798-131861800
8	131909233	131909235	chr3:45841937-45841939	Rattus	8:131909233-131909235
8	131996225	131996226	chr3:45960645-45960647	Rattus	8:131996225-131996226
8	131996227	131996228	chr3:45960645-45960647	Rattus	8:131996227-131996228
8	132151980	132151982	chr3:46248223-46248225	Rattus	8:132151980-132151982
8	132282377	132282379	chr3:46248223-46248225	Rattus	8:132282377-132282379
2	7209478	7209479	chr5:91803049-91803051	Rattus	2:7209478-7209479
2	7209460	7209461	chr5:91803049-91803051	Rattus	2:7209460-7209461
10	25490457	25490458	chr5:163125304-163125306	Rattus	10:25490457-25490458
10	25490434	25490435	chr5:163125304-163125306	Rattus	10:25490434-25490435
3	10240497	10240498	chr9:136237671-136237673	Rattus	3:10240497-10240498
3	10839139	10839140	chr9:136237671-136237673	Rattus	3:10839139-10839140
chr17	63643110	63643112	chr12:113348869-113348871	bosTau8	chr17:63643110-63643112
chr17	63658465	63658467	chr12:113348869-113348871	bosTau8	chr17:63658465-63658467
chr17	63674274	63674276	chr12:113348869-113348871	bosTau8	chr17:63674274-63674276
chr17	63650842	63650844	chr12:113361705-113361707	bosTau8	chr17:63650842-63650844
chr17	63668020	63668022	chr12:113361705-113361707	bosTau8	chr17:63668020-63668022
chr18	24603616	24603617	chr16:56139045-56139047	bosTau8	chr18:24603616-24603617
chr18	24603613	24603614	chr16:56139045-56139047	bosTau8	chr18:24603613-24603614
chr19	46337949	46337950	chr17:43774958-43774960	bosTau8	chr19:46337949-46337950
chr19	46337952	46337953	chr17:43774958-43774960	bosTau8	chr19:46337952-46337953
chr19	46342194	46342195	chr17:43778405-43778407	bosTau8	chr19:46342194-46342195
chr19	46342208	46342209	chr17:43778405-43778407	bosTau8	chr19:46342208-46342209
chr19	46367192	46367193	chr17:43802970-43802972	bosTau8	chr19:46367192-46367193
chr19	46367196	46367197	chr17:43802970-43802972	bosTau8	chr19:46367196-46367197
chr19	46418980	46418981	chr17:43848760-43848762	bosTau8	chr19:46418980-46418981
chr19	46418987	46418988	chr17:43848760-43848762	bosTau8	chr19:46418987-46418988
chr19	46625936	46625938	chr17:44077707-44077709	bosTau8	chr19:46625936-46625938
chrX	67806926	67806928	chr17:44077707-44077709	bosTau8	chrX:67806926-67806928
chr19	46644513	46644514	chr17:44102688-44102690	bosTau8	chr19:46644513-46644514
chr19	46644515	46644516	chr17:44102688-44102690	bosTau8	chr19:46644515-46644516
chr19	46717879	46717881	chr17:44194518-44194520	bosTau8	chr19:46717879-46717881
chr19	46765146	46765148	chr17:44194518-44194520	bosTau8	chr19:46765146-46765148
chr19	49615134	49615136	chr17:44351928-44351930	bosTau8	chr19:49615134-49615136
chr19	59522547	59522549	chr17:44351928-44351930	bosTau8	chr19:59522547-59522549
chr18	55868587	55868588	chr19:49303739-49303741	bosTau8	chr18:55868587-55868588
chr18	55868613	55868614	chr19:49303739-49303741	bosTau8	chr18:55868613-55868614
chr1	1620973	1620975	chr21:34606633-34606635	bosTau8	chr1:1620973-1620975
chr1	1621950	1621952	chr21:34606633-34606635	bosTau8	chr1:1621950-1621952
chr22	53827824	53827826	chr3:46248223-46248225	bosTau8	chr22:53827824-53827826
chr22	53853471	53853473	chr3:46248223-46248225	bosTau8	chr22:53853471-53853473
chr22	53810462	53810464	chr3:46255475-46255477	bosTau8	chr22:53810462-53810464
chr22	53849649	53849651	chr3:46255475-46255477	bosTau8	chr22:53849649-53849651
chr20	38193598	38193600	chr5:35967961-35967963	bosTau8	chr20:38193598-38193600
chr20	38243284	38243286	chr5:35967961-35967963	bosTau8	chr20:38243284-38243286
chr7	94369938	94369939	chr5:91803049-91803051	bosTau8	chr7:94369938-94369939
chr7	94369955	94369956	chr5:91803049-91803051	bosTau8	chr7:94369955-94369956
chr7	77520016	77520017	chr5:163125304-163125306	bosTau8	chr7:77520016-77520017
chr7	77520039	77520040	chr5:163125304-163125306	bosTau8	chr7:77520039-77520040
chr4	88978280	88978282	chr7:123517991-123517993	bosTau8	chr4:88978280-88978282
chr4	89108058	89108060	chr7:123517991-123517993	bosTau8	chr4:89108058-89108060
chr4	89125737	89125739	chr7:123517991-123517993	bosTau8	chr4:89125737-89125739
chr2	60063980	60063981	chr16:56139045-56139047	canFam3	chr2:60063980-60063981
chr2	60063977	60063978	chr16:56139045-56139047	canFam3	chr2:60063977-60063978
chr9	9839594	9839595	chr17:43774958-43774960	canFam3	chr9:9839594-9839595
chr9	9839591	9839592	chr17:43774958-43774960	canFam3	chr9:9839591-9839592
chr9	9836606	9836607	chr17:43778405-43778407	canFam3	chr9:9836606-9836607
chr9	9836591	9836592	chr17:43778405-43778407	canFam3	chr9:9836591-9836592
chr9	9815499	9815500	chr17:43802970-43802972	canFam3	chr9:9815499-9815500
chr9	9815487	9815488	chr17:43802970-43802972	canFam3	chr9:9815487-9815488
chr9	9571320	9571321	chr17:44102688-44102690	canFam3	chr9:9571320-9571321
chr9	9571308	9571309	chr17:44102688-44102690	canFam3	chr9:9571308-9571309
chr16	19878095	19878097	chr17:44795468-44795470	canFam3	chr16:19878095-19878097
chr17	39489121	39489123	chr17:44795468-44795470	canFam3	chr17:39489121-39489123
chr31	27865807	27865809	chr21:34606633-34606635	canFam3	chr31:27865807-27865809
chr31	28764993	28764995	chr21:34606633-34606635	canFam3	chr31:28764993-28764995
chr31	27874138	27874140	chr21:34619444-34619446	canFam3	chr31:27874138-27874140
chr31	28773324	28773326	chr21:34619444-34619446	canFam3	chr31:28773324-28773326
chr31	27891431	27891433	chr21:34638030-34638032	canFam3	chr31:27891431-27891433
chr31	28790614	28790616	chr21:34638030-34638032	canFam3	chr31:28790614-28790616
chr31	28540889	28540891	chr21:35363758-35363760	canFam3	chr31:28540889-28540891
chr31	29438874	29438876	chr21:35363758-35363760	canFam3	chr31:29438874-29438876
chr15	59065103	59065105	chr3:45960645-45960647	canFam3	chr15:59065103-59065105
chr20	42592655	42592657	chr3:45960645-45960647	canFam3	chr20:42592655-42592657
chr20	42361546	42361547	chr3:46337355-46337357	canFam3	chr20:42361546-42361547
chr20	42361544	42361545	chr3:46337355-46337357	canFam3	chr20:42361544-42361545
chr4	72471724	72471726	chr5:35967961-35967963	canFam3	chr4:72471724-72471726
chr4	72494869	72494870	chr5:35967961-35967963	canFam3	chr4:72494869-72494870
chr4	72533560	72533561	chr5:35967961-35967963	canFam3	chr4:72533560-72533561
chr4	72567969	72567970	chr5:35967961-35967963	canFam3	chr4:72567969-72567970
chr3	16703572	16703573	chr5:91803049-91803051	canFam3	chr3:16703572-16703573
chr3	16703555	16703556	chr5:91803049-91803051	canFam3	chr3:16703555-16703556
chr4	47558271	47558272	chr5:163125304-163125306	canFam3	chr4:47558271-47558272
chr4	47558248	47558249	chr5:163125304-163125306	canFam3	chr4:47558248-47558249
chr12	891557	891559	chr6:29798793-29798795	canFam3	chr12:891557-891559
chr12	892491	892493	chr6:29798793-29798795	canFam3	chr12:892491-892493
chr12	936701	936703	chr6:29798793-29798795	canFam3	chr12:936701-936703
chr12	986917	986919	chr6:29798793-29798795	canFam3	chr12:986917-986919
chr12	987849	987851	chr6:29798793-29798795	canFam3	chr12:987849-987851
chr12	1012051	1012053	chr6:29798793-29798795	canFam3	chr12:1012051-1012053
chr18	41146009	41146011	chr6:29798793-29798795	canFam3	chr18:41146009-41146011
chr35	5142382	5142384	chr8:68780599-68780601	canFam3	chr35:5142382-5142384
chr35	5465800	5465801	chr8:68780599-68780601	canFam3	chr35:5465800-5465801
chrD2_AANG03232376v1_random	135	137	chr1:239917786-239917788	felCat8	chrD2_AANG03232376v1_random:135-137
chrD2	9478597	9478599	chr1:239917786-239917788	felCat8	chrD2:9478597-9478599
chrE2	33140785	33140786	chr16:56139045-56139047	felCat8	chrE2:33140785-33140786
chrE2	33140788	33140789	chr16:56139045-56139047	felCat8	chrE2:33140788-33140789
chrE1	43488443	43488444	chr17:43774958-43774960	felCat8	chrE1:43488443-43488444
chrE1	43488446	43488447	chr17:43774958-43774960	felCat8	chrE1:43488446-43488447
chrE1	43491514	43491515	chr17:43778405-43778407	felCat8	chrE1:43491514-43491515
chrE1	43491529	43491530	chr17:43778405-43778407	felCat8	chrE1:43491529-43491530
chrE1	43514680	43514681	chr17:43802970-43802972	felCat8	chrE1:43514680-43514681
chrE1	43514684	43514685	chr17:43802970-43802972	felCat8	chrE1:43514684-43514685
chrE1	43630937	43630939	chr17:43933170-43933172	felCat8	chrE1:43630937-43630939
chrD2	8338311	8338313	chr17:43933170-43933172	felCat8	chrD2:8338311-8338313
chrE1	43657201	43657202	chr17:43977017-43977019	felCat8	chrE1:43657201-43657202
chrE1	43657203	43657204	chr17:43977017-43977019	felCat8	chrE1:43657203-43657204
chrE1	43677783	43677785	chr17:44002061-44002063	felCat8	chrE1:43677783-43677785
chrE1	43679722	43679724	chr17:44002061-44002063	felCat8	chrE1:43679722-43679724
chrE1	43750857	43750858	chr17:44102688-44102690	felCat8	chrE1:43750857-43750858
chrE1	43750869	43750870	chr17:44102688-44102690	felCat8	chrE1:43750869-43750870
chrE1	43788582	43788583	chr17:44141731-44141733	felCat8	chrE1:43788582-43788583
chrE1	43788584	43788585	chr17:44141731-44141733	felCat8	chrE1:43788584-43788585
chrA2	15756029	15756031	chr3:45960645-45960647	felCat8	chrA2:15756029-15756031
chrB1	65882356	65882358	chr3:45960645-45960647	felCat8	chrB1:65882356-65882358
chrA2	15914772	15914774	chr3:46241528-46241530	felCat8	chrA2:15914772-15914774
chrA2_AANG03304063v1_random	84	86	chr3:46241528-46241530	felCat8	chrA2_AANG03304063v1_random:84-86
chrA2_AANG03312510v1_random	1207	1209	chr3:46241528-46241530	felCat8	chrA2_AANG03312510v1_random:1207-1209
chrA2	15947000	15947002	chr3:46294956-46294958	felCat8	chrA2:15947000-15947002
chrA2_AANG03186360v1_random	155	157	chr3:46294956-46294958	felCat8	chrA2_AANG03186360v1_random:155-157
chrC2	64163137	64163138	chr3:117476176-117476178	felCat8	chrC2:64163137-64163138
chrC2_AANG03058137v1_random	933	934	chr3:117476176-117476178	felCat8	chrC2_AANG03058137v1_random:933-934
chrA1	211309316	211309318	chr5:35967961-35967963	felCat8	chrA1:211309316-211309318
chrA1	211339440	211339442	chr5:35967961-35967963	felCat8	chrA1:211339440-211339442
chrA1	211369544	211369546	chr5:35967961-35967963	felCat8	chrA1:211369544-211369546
chrA1	211429194	211429196	chr5:35967961-35967963	felCat8	chrA1:211429194-211429196
chrA1	155128876	155128877	chr5:91803049-91803051	felCat8	chrA1:155128876-155128877
chrA1	155128893	155128894	chr5:91803049-91803051	felCat8	chrA1:155128893-155128894
chrA1	185501848	185501849	chr5:163125304-163125306	felCat8	chrA1:185501848-185501849
chrA1	185501825	185501826	chr5:163125304-163125306	felCat8	chrA1:185501825-185501826
chrD1	39300180	39300182	chr6:29798793-29798795	felCat8	chrD1:39300180-39300182
chrB2	12264532	12264534	chr6:29798793-29798795	felCat8	chrB2:12264532-12264534
chrB2	12333498	12333500	chr6:29798793-29798795	felCat8	chrB2:12333498-12333500
chrB2	12405630	12405632	chr6:29798793-29798795	felCat8	chrB2:12405630-12405632
chrB2	12444116	12444118	chr6:29798793-29798795	felCat8	chrB2:12444116-12444118
chrB2	12504858	12504860	chr6:29798793-29798795	felCat8	chrB2:12504858-12504860
chrB2	12542743	12542745	chr6:29798793-29798795	felCat8	chrB2:12542743-12542745
chrB2	12576727	12576729	chr6:29798793-29798795	felCat8	chrB2:12576727-12576729
chrB2	12614997	12614999	chr6:29798793-29798795	felCat8	chrB2:12614997-12614999
chrB2	12666960	12666962	chr6:29798793-29798795	felCat8	chrB2:12666960-12666962
chrB2	12723819	12723821	chr6:29798793-29798795	felCat8	chrB2:12723819-12723821
chrB2	30636159	30636161	chr6:29798793-29798795	felCat8	chrB2:30636159-30636161
chrB2	30642331	30642333	chr6:29798793-29798795	felCat8	chrB2:30642331-30642333
chrB2	30695073	30695075	chr6:29798793-29798795	felCat8	chrB2:30695073-30695075
chrB2	30721262	30721264	chr6:29798793-29798795	felCat8	chrB2:30721262-30721264
chrB2	24754673	24754674	chr8:68780599-68780601	felCat8	chrB2:24754673-24754674
chrB2	25094916	25094918	chr8:68780599-68780601	felCat8	chrB2:25094916-25094918
chrB2	26152887	26152889	chr8:68780599-68780601	felCat8	chrB2:26152887-26152889
chr11	50493089	50493091	chr11:88596424-88596426	gorGor3	chr11:50493089-50493091
chr11	86172459	86172461	chr11:88596424-88596426	gorGor3	chr11:86172459-86172461
chr11	86175838	86175840	chr11:88596424-88596426	gorGor3	chr11:86175838-86175840
chr5	109132963	109132965	chr11:88596424-88596426	gorGor3	chr5:109132963-109132965
chr16	45950493	45950494	chr16:56139045-56139047	gorGor3	chr16:45950493-45950494
chr16	45950496	45950497	chr16:56139045-56139047	gorGor3	chr16:45950496-45950497
chr5	38314641	38314643	chr17:43824847-43824849	gorGor3	chr5:38314641-38314643
chr5	38317424	38317426	chr17:43824847-43824849	gorGor3	chr5:38317424-38317426
chr5	38313138	38313140	chr17:43826350-43826352	gorGor3	chr5:38313138-38313140
chr5	38318927	38318929	chr17:43826350-43826352	gorGor3	chr5:38318927-38318929
chr5	38302793	38302795	chr17:43834969-43834971	gorGor3	chr5:38302793-38302795
chr5	38304668	38304670	chr17:43834969-43834971	gorGor3	chr5:38304668-38304670
chr5	38098430	38098432	chr17:44011748-44011750	gorGor3	chr5:38098430-38098432
chr5	38126657	38126659	chr17:44011748-44011750	gorGor3	chr5:38126657-38126659
chr5	38096985	38096987	chr17:44013188-44013190	gorGor3	chr5:38096985-38096987
chr5	38125211	38125213	chr17:44013188-44013190	gorGor3	chr5:38125211-38125213
chr5	38095284	38095286	chr17:44037078-44037080	gorGor3	chr5:38095284-38095286
chr5	38123510	38123512	chr17:44037078-44037080	gorGor3	chr5:38123510-38123512
chr5	37050359	37050361	chr17:44165048-44165050	gorGor3	chr5:37050359-37050361
chr5	37967213	37967215	chr17:44165048-44165050	gorGor3	chr5:37967213-37967215
chr5	37047877	37047879	chr17:44166499-44166501	gorGor3	chr5:37047877-37047879
chr5	37965761	37965763	chr17:44166499-44166501	gorGor3	chr5:37965761-37965763
chr5	37042402	37042404	chr17:44171553-44171555	gorGor3	chr5:37042402-37042404
chr5	37960665	37960667	chr17:44171553-44171555	gorGor3	chr5:37960665-37960667
chr5	37039666	37039668	chr17:44174234-44174236	gorGor3	chr5:37039666-37039668
chr5	37957971	37957973	chr17:44174234-44174236	gorGor3	chr5:37957971-37957973
chr5	37034945	37034947	chr17:44180996-44180998	gorGor3	chr5:37034945-37034947
chr5	37949314	37949316	chr17:44180996-44180998	gorGor3	chr5:37949314-37949316
chr5	37032543	37032545	chr17:44183402-44183404	gorGor3	chr5:37032543-37032545
chr5	37946937	37946939	chr17:44183402-44183404	gorGor3	chr5:37946937-37946939
chr5	15556658	15556660	chr17:44348264-44348266	gorGor3	chr5:15556658-15556660
chr5	37777790	37777792	chr17:44348264-44348266	gorGor3	chr5:37777790-37777792
chr5	15564348	15564350	chr17:44351928-44351930	gorGor3	chr5:15564348-15564350
chr5	37774115	37774117	chr17:44351928-44351930	gorGor3	chr5:37774115-37774117
chr5	15565882	15565884	chr17:44354102-44354104	gorGor3	chr5:15565882-15565884
chr5	37771955	37771957	chr17:44354102-44354104	gorGor3	chr5:37771955-37771957
chr5	34225538	34225540	chr17:47907382-47907384	gorGor3	chr5:34225538-34225540
chr5	34225849	34225851	chr17:47907382-47907384	gorGor3	chr5:34225849-34225851
chr3	47091701	47091703	chr3:45916785-45916787	gorGor3	chr3:47091701-47091703
chr3	47129154	47129156	chr3:45916785-45916787	gorGor3	chr3:47129154-47129156
chr3	47609257	47609259	chr3:46425959-46425961	gorGor3	chr3:47609257-47609259
chr3	47611631	47611633	chr3:46425959-46425961	gorGor3	chr3:47611631-47611633
chr19	20781799	20781800	chr3:51933218-51933220	gorGor3	chr19:20781799-20781800
chr19	50078577	50078578	chr3:51933218-51933220	gorGor3	chr19:50078577-50078578
chr19	50092551	50092552	chr3:51933218-51933220	gorGor3	chr19:50092551-50092552
chr2B	5761684	5761685	chr3:51933218-51933220	gorGor3	chr2B:5761684-5761685
chr3	53238948	53238950	chr3:51933218-51933220	gorGor3	chr3:53238948-53238950
chr4	42731023	42731024	chr3:51933218-51933220	gorGor3	chr4:42731023-42731024
chr7	92153302	92153304	chr3:51933218-51933220	gorGor3	chr7:92153302-92153304
chrX	63145979	63145980	chr3:51933218-51933220	gorGor3	chrX:63145979-63145980
chrX	106608469	106608470	chr3:51933218-51933220	gorGor3	chrX:106608469-106608470
chrX	137521793	137521794	chr3:51933218-51933220	gorGor3	chrX:137521793-137521794
chr19	50078580	50078581	chr3:51933218-51933220	gorGor3	chr19:50078580-50078581
chr19	50092548	50092549	chr3:51933218-51933220	gorGor3	chr19:50092548-50092549
chr4	42731031	42731032	chr3:51933218-51933220	gorGor3	chr4:42731031-42731032
chrX	106608461	106608462	chr3:51933218-51933220	gorGor3	chrX:106608461-106608462
chr3	100523327	100523329	chr3:101243633-101243635	gorGor3	chr3:100523327-100523329
chr3	100556623	100556625	chr3:101243633-101243635	gorGor3	chr3:100556623-100556625
chr3	100790069	100790071	chr3:101480155-101480157	gorGor3	chr3:100790069-100790071
chr3	100803002	100803004	chr3:101480155-101480157	gorGor3	chr3:100803002-100803004
chr3	199074862	199074864	chr3:197130196-197130198	gorGor3	chr3:199074862-199074864
chr3	199075440	199075442	chr3:197130196-197130198	gorGor3	chr3:199075440-199075442
chr4	77331092	77331094	chr4:69660186-69660188	gorGor3	chr4:77331092-77331094
chr4	77826436	77826438	chr4:69660186-69660188	gorGor3	chr4:77826436-77826438
chr6	30744157	30744159	chr6:29798793-29798795	gorGor3	chr6:30744157-30744159
chr6	30813173	30813175	chr6:29798793-29798795	gorGor3	chr6:30813173-30813175
chr6	30875370	30875372	chr6:29798793-29798795	gorGor3	chr6:30875370-30875372
chr6	30967703	30967705	chr6:29798793-29798795	gorGor3	chr6:30967703-30967705
chr6	31441198	31441200	chr6:29798793-29798795	gorGor3	chr6:31441198-31441200
chr6	32314342	32314344	chr6:29798793-29798795	gorGor3	chr6:32314342-32314344
chr6	32321194	32321196	chr6:29798793-29798795	gorGor3	chr6:32321194-32321196
chr7	157734593	157734594	chr7:158741275-158741277	gorGor3	chr7:157734593-157734594
chr7	157734595	157734596	chr7:158741275-158741277	gorGor3	chr7:157734595-157734596
JH725510	10872604	10872605	chr16:56139045-56139047	jacJac1	JH725510:10872604-10872605
JH725510	10872607	10872608	chr16:56139045-56139047	jacJac1	JH725510:10872607-10872608
JH725452	4957430	4957431	chr17:43778405-43778407	jacJac1	JH725452:4957430-4957431
JH725452	4957416	4957417	chr17:43778405-43778407	jacJac1	JH725452:4957416-4957417
JH725452	4945502	4945503	chr17:43787305-43787307	jacJac1	JH725452:4945502-4945503
JH725452	4945499	4945500	chr17:43787305-43787307	jacJac1	JH725452:4945499-4945500
JH725452	4823067	4823068	chr17:43911351-43911353	jacJac1	JH725452:4823067-4823068
JH725452	4823065	4823066	chr17:43911351-43911353	jacJac1	JH725452:4823065-4823066
JH725484	16765846	16765848	chr3:45841937-45841939	jacJac1	JH725484:16765846-16765848
JH725484	16829439	16829441	chr3:45841937-45841939	jacJac1	JH725484:16829439-16829441
JH725471	2466571	2466573	chr3:45960645-45960647	jacJac1	JH725471:2466571-2466573
JH725484	16940171	16940173	chr3:45960645-45960647	jacJac1	JH725484:16940171-16940173
JH725454	2004062	2004063	chr3:101425702-101425704	jacJac1	JH725454:2004062-2004063
