chr	start	end	species_loc	score	strand	species	hg19_loc	hg19_loc_original
chr5	103308788	103308790	scaffold_150:260959-260961	0	.	loxAfr3	chr5:103308788-103308790	chr6:29798793-29798795
chr6	29798793	29798795	scaffold_150:260959-260961	0	.	loxAfr3	chr6:29798793-29798795	chr6:29798793-29798795
chr6	29858746	29858748	scaffold_150:260959-260961	0	.	loxAfr3	chr6:29858746-29858748	chr6:29798793-29798795
chr6	29897500	29897502	scaffold_150:260959-260961	0	.	loxAfr3	chr6:29897500-29897502	chr6:29798793-29798795
chr6	29913545	29913547	scaffold_150:260959-260961	0	.	loxAfr3	chr6:29913545-29913547	chr6:29798793-29798795
chr6	29977630	29977632	scaffold_150:260959-260961	0	.	loxAfr3	chr6:29977630-29977632	chr6:29798793-29798795
chr6	30230622	30230624	scaffold_150:260959-260961	0	.	loxAfr3	chr6:30230622-30230624	chr6:29798793-29798795
chr6	30460791	30460793	scaffold_150:260959-260961	0	.	loxAfr3	chr6:30460791-30460793	chr6:29798793-29798795
chr6	31236630	31236632	scaffold_150:260959-260961	0	.	loxAfr3	chr6:31236630-31236632	chr6:29798793-29798795
chr6	31321753	31321755	scaffold_150:260959-260961	0	.	loxAfr3	chr6:31321753-31321755	chr6:29798793-29798795
chr6_ssto_hap7	1136359	1136361	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1136359-1136361	chr6:29798793-29798795
chr6_ssto_hap7	1190085	1190087	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1190085-1190087	chr6:29798793-29798795
chr6_ssto_hap7	1228716	1228718	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1228716-1228718	chr6:29798793-29798795
chr6_ssto_hap7	1242896	1242898	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1242896-1242898	chr6:29798793-29798795
chr6_ssto_hap7	1306958	1306960	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1306958-1306960	chr6:29798793-29798795
chr6_ssto_hap7	1560623	1560625	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1560623-1560625	chr6:29798793-29798795
chr6_ssto_hap7	1793081	1793083	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:1793081-1793083	chr6:29798793-29798795
chr6_ssto_hap7	2570109	2570111	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:2570109-2570111	chr6:29798793-29798795
chr6_ssto_hap7	2655512	2655514	scaffold_150:260959-260961	0	.	loxAfr3	chr6_ssto_hap7:2655512-2655514	chr6:29798793-29798795
chr6_mcf_hap5	1099072	1099074	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:1099072-1099074	chr6:29798793-29798795
chr6_mcf_hap5	1153387	1153389	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:1153387-1153389	chr6:29798793-29798795
chr6_mcf_hap5	1295448	1295450	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:1295448-1295450	chr6:29798793-29798795
chr6_mcf_hap5	1359494	1359496	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:1359494-1359496	chr6:29798793-29798795
chr6_mcf_hap5	1842655	1842657	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:1842655-1842657	chr6:29798793-29798795
chr6_mcf_hap5	2617167	2617169	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:2617167-2617169	chr6:29798793-29798795
chr6_mcf_hap5	2701533	2701535	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mcf_hap5:2701533-2701535	chr6:29798793-29798795
chr6_cox_hap2	1314698	1314700	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1314698-1314700	chr6:29798793-29798795
chr6_cox_hap2	1372476	1372478	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1372476-1372478	chr6:29798793-29798795
chr6_cox_hap2	1411185	1411187	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1411185-1411187	chr6:29798793-29798795
chr6_cox_hap2	1425297	1425299	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1425297-1425299	chr6:29798793-29798795
chr6_cox_hap2	1489344	1489346	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1489344-1489346	chr6:29798793-29798795
chr6_cox_hap2	1742646	1742648	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1742646-1742648	chr6:29798793-29798795
chr6_cox_hap2	1972855	1972857	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:1972855-1972857	chr6:29798793-29798795
chr6_cox_hap2	2749885	2749887	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:2749885-2749887	chr6:29798793-29798795
chr6_cox_hap2	2834442	2834444	scaffold_150:260959-260961	0	.	loxAfr3	chr6_cox_hap2:2834442-2834444	chr6:29798793-29798795
chr6_mann_hap4	1099122	1099124	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1099122-1099124	chr6:29798793-29798795
chr6_mann_hap4	1153023	1153025	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1153023-1153025	chr6:29798793-29798795
chr6_mann_hap4	1191708	1191710	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1191708-1191710	chr6:29798793-29798795
chr6_mann_hap4	1205946	1205948	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1205946-1205948	chr6:29798793-29798795
chr6_mann_hap4	1276204	1276206	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1276204-1276206	chr6:29798793-29798795
chr6_mann_hap4	1578698	1578700	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1578698-1578700	chr6:29798793-29798795
chr6_mann_hap4	1808869	1808871	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:1808869-1808871	chr6:29798793-29798795
chr6_mann_hap4	2583525	2583527	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:2583525-2583527	chr6:29798793-29798795
chr6_mann_hap4	2668208	2668210	scaffold_150:260959-260961	0	.	loxAfr3	chr6_mann_hap4:2668208-2668210	chr6:29798793-29798795
chr6_apd_hap1	1100612	1100614	scaffold_150:260959-260961	0	.	loxAfr3	chr6_apd_hap1:1100612-1100614	chr6:29798793-29798795
chr6_apd_hap1	1139321	1139323	scaffold_150:260959-260961	0	.	loxAfr3	chr6_apd_hap1:1139321-1139323	chr6:29798793-29798795
chr6_apd_hap1	1153432	1153434	scaffold_150:260959-260961	0	.	loxAfr3	chr6_apd_hap1:1153432-1153434	chr6:29798793-29798795
chr6_apd_hap1	1217478	1217480	scaffold_150:260959-260961	0	.	loxAfr3	chr6_apd_hap1:1217478-1217480	chr6:29798793-29798795
chr6_qbl_hap6	1099392	1099394	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1099392-1099394	chr6:29798793-29798795
chr6_qbl_hap6	1153426	1153428	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1153426-1153428	chr6:29798793-29798795
chr6_qbl_hap6	1192110	1192112	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1192110-1192112	chr6:29798793-29798795
chr6_qbl_hap6	1206338	1206340	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1206338-1206340	chr6:29798793-29798795
chr6_qbl_hap6	1270533	1270535	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1270533-1270535	chr6:29798793-29798795
chr6_qbl_hap6	1523536	1523538	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1523536-1523538	chr6:29798793-29798795
chr6_qbl_hap6	1753706	1753708	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:1753706-1753708	chr6:29798793-29798795
chr6_qbl_hap6	2529881	2529883	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:2529881-2529883	chr6:29798793-29798795
chr6_qbl_hap6	2615269	2615271	scaffold_150:260959-260961	0	.	loxAfr3	chr6_qbl_hap6:2615269-2615271	chr6:29798793-29798795
chr6_dbb_hap3	1099414	1099416	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1099414-1099416	chr6:29798793-29798795
chr6_dbb_hap3	1153750	1153752	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1153750-1153752	chr6:29798793-29798795
chr6_dbb_hap3	1192465	1192467	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1192465-1192467	chr6:29798793-29798795
chr6_dbb_hap3	1206921	1206923	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1206921-1206923	chr6:29798793-29798795
chr6_dbb_hap3	1270973	1270975	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1270973-1270975	chr6:29798793-29798795
chr6_dbb_hap3	1524299	1524301	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1524299-1524301	chr6:29798793-29798795
chr6_dbb_hap3	1754431	1754433	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:1754431-1754433	chr6:29798793-29798795
chr6_dbb_hap3	2532238	2532240	scaffold_150:260959-260961	0	.	loxAfr3	chr6_dbb_hap3:2532238-2532240	chr6:29798793-29798795
chr5	103308788	103308790	scaffold_232:180261-180263	0	.	loxAfr3	chr5:103308788-103308790	chr6:29798793-29798795
chr6	29798793	29798795	scaffold_232:180261-180263	0	.	loxAfr3	chr6:29798793-29798795	chr6:29798793-29798795
chr6	29858746	29858748	scaffold_232:180261-180263	0	.	loxAfr3	chr6:29858746-29858748	chr6:29798793-29798795
chr6	29897500	29897502	scaffold_232:180261-180263	0	.	loxAfr3	chr6:29897500-29897502	chr6:29798793-29798795
chr6	29913545	29913547	scaffold_232:180261-180263	0	.	loxAfr3	chr6:29913545-29913547	chr6:29798793-29798795
chr6	29977630	29977632	scaffold_232:180261-180263	0	.	loxAfr3	chr6:29977630-29977632	chr6:29798793-29798795
chr6	30230622	30230624	scaffold_232:180261-180263	0	.	loxAfr3	chr6:30230622-30230624	chr6:29798793-29798795
chr6	30460791	30460793	scaffold_232:180261-180263	0	.	loxAfr3	chr6:30460791-30460793	chr6:29798793-29798795
chr6	31236630	31236632	scaffold_232:180261-180263	0	.	loxAfr3	chr6:31236630-31236632	chr6:29798793-29798795
chr6	31321753	31321755	scaffold_232:180261-180263	0	.	loxAfr3	chr6:31321753-31321755	chr6:29798793-29798795
chr6_ssto_hap7	1136359	1136361	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1136359-1136361	chr6:29798793-29798795
chr6_ssto_hap7	1190085	1190087	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1190085-1190087	chr6:29798793-29798795
chr6_ssto_hap7	1228716	1228718	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1228716-1228718	chr6:29798793-29798795
chr6_ssto_hap7	1242896	1242898	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1242896-1242898	chr6:29798793-29798795
chr6_ssto_hap7	1306958	1306960	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1306958-1306960	chr6:29798793-29798795
chr6_ssto_hap7	1560623	1560625	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1560623-1560625	chr6:29798793-29798795
chr6_ssto_hap7	1793081	1793083	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:1793081-1793083	chr6:29798793-29798795
chr6_ssto_hap7	2570109	2570111	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:2570109-2570111	chr6:29798793-29798795
chr6_ssto_hap7	2655512	2655514	scaffold_232:180261-180263	0	.	loxAfr3	chr6_ssto_hap7:2655512-2655514	chr6:29798793-29798795
chr6_mcf_hap5	1099072	1099074	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:1099072-1099074	chr6:29798793-29798795
chr6_mcf_hap5	1153387	1153389	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:1153387-1153389	chr6:29798793-29798795
chr6_mcf_hap5	1295448	1295450	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:1295448-1295450	chr6:29798793-29798795
chr6_mcf_hap5	1359494	1359496	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:1359494-1359496	chr6:29798793-29798795
chr6_mcf_hap5	1842655	1842657	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:1842655-1842657	chr6:29798793-29798795
chr6_mcf_hap5	2617167	2617169	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:2617167-2617169	chr6:29798793-29798795
chr6_mcf_hap5	2701533	2701535	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mcf_hap5:2701533-2701535	chr6:29798793-29798795
chr6_cox_hap2	1314698	1314700	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1314698-1314700	chr6:29798793-29798795
chr6_cox_hap2	1372476	1372478	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1372476-1372478	chr6:29798793-29798795
chr6_cox_hap2	1411185	1411187	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1411185-1411187	chr6:29798793-29798795
chr6_cox_hap2	1425297	1425299	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1425297-1425299	chr6:29798793-29798795
chr6_cox_hap2	1489344	1489346	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1489344-1489346	chr6:29798793-29798795
chr6_cox_hap2	1742646	1742648	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1742646-1742648	chr6:29798793-29798795
chr6_cox_hap2	1972855	1972857	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:1972855-1972857	chr6:29798793-29798795
chr6_cox_hap2	2749885	2749887	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:2749885-2749887	chr6:29798793-29798795
chr6_cox_hap2	2834442	2834444	scaffold_232:180261-180263	0	.	loxAfr3	chr6_cox_hap2:2834442-2834444	chr6:29798793-29798795
chr6_mann_hap4	1099122	1099124	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1099122-1099124	chr6:29798793-29798795
chr6_mann_hap4	1153023	1153025	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1153023-1153025	chr6:29798793-29798795
chr6_mann_hap4	1191708	1191710	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1191708-1191710	chr6:29798793-29798795
chr6_mann_hap4	1205946	1205948	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1205946-1205948	chr6:29798793-29798795
chr6_mann_hap4	1276204	1276206	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1276204-1276206	chr6:29798793-29798795
chr6_mann_hap4	1578698	1578700	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1578698-1578700	chr6:29798793-29798795
chr6_mann_hap4	1808869	1808871	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:1808869-1808871	chr6:29798793-29798795
chr6_mann_hap4	2583525	2583527	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:2583525-2583527	chr6:29798793-29798795
chr6_mann_hap4	2668208	2668210	scaffold_232:180261-180263	0	.	loxAfr3	chr6_mann_hap4:2668208-2668210	chr6:29798793-29798795
chr6_apd_hap1	1100612	1100614	scaffold_232:180261-180263	0	.	loxAfr3	chr6_apd_hap1:1100612-1100614	chr6:29798793-29798795
chr6_apd_hap1	1139321	1139323	scaffold_232:180261-180263	0	.	loxAfr3	chr6_apd_hap1:1139321-1139323	chr6:29798793-29798795
chr6_apd_hap1	1153432	1153434	scaffold_232:180261-180263	0	.	loxAfr3	chr6_apd_hap1:1153432-1153434	chr6:29798793-29798795
chr6_apd_hap1	1217478	1217480	scaffold_232:180261-180263	0	.	loxAfr3	chr6_apd_hap1:1217478-1217480	chr6:29798793-29798795
chr6_qbl_hap6	1099392	1099394	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1099392-1099394	chr6:29798793-29798795
chr6_qbl_hap6	1153426	1153428	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1153426-1153428	chr6:29798793-29798795
chr6_qbl_hap6	1192110	1192112	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1192110-1192112	chr6:29798793-29798795
chr6_qbl_hap6	1206338	1206340	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1206338-1206340	chr6:29798793-29798795
chr6_qbl_hap6	1270533	1270535	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1270533-1270535	chr6:29798793-29798795
chr6_qbl_hap6	1523536	1523538	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1523536-1523538	chr6:29798793-29798795
chr6_qbl_hap6	1753706	1753708	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:1753706-1753708	chr6:29798793-29798795
chr6_qbl_hap6	2529881	2529883	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:2529881-2529883	chr6:29798793-29798795
chr6_qbl_hap6	2615269	2615271	scaffold_232:180261-180263	0	.	loxAfr3	chr6_qbl_hap6:2615269-2615271	chr6:29798793-29798795
chr6_dbb_hap3	1099414	1099416	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1099414-1099416	chr6:29798793-29798795
chr6_dbb_hap3	1153750	1153752	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1153750-1153752	chr6:29798793-29798795
chr6_dbb_hap3	1192465	1192467	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1192465-1192467	chr6:29798793-29798795
chr6_dbb_hap3	1206921	1206923	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1206921-1206923	chr6:29798793-29798795
chr6_dbb_hap3	1270973	1270975	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1270973-1270975	chr6:29798793-29798795
chr6_dbb_hap3	1524299	1524301	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1524299-1524301	chr6:29798793-29798795
chr6_dbb_hap3	1754431	1754433	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:1754431-1754433	chr6:29798793-29798795
chr6_dbb_hap3	2532238	2532240	scaffold_232:180261-180263	0	.	loxAfr3	chr6_dbb_hap3:2532238-2532240	chr6:29798793-29798795
chr5	103308788	103308790	scaffold_460:70141-70143	0	.	loxAfr3	chr5:103308788-103308790	chr6:29798793-29798795
chr6	29798793	29798795	scaffold_460:70141-70143	0	.	loxAfr3	chr6:29798793-29798795	chr6:29798793-29798795
chr6	29858746	29858748	scaffold_460:70141-70143	0	.	loxAfr3	chr6:29858746-29858748	chr6:29798793-29798795
chr6	29897500	29897502	scaffold_460:70141-70143	0	.	loxAfr3	chr6:29897500-29897502	chr6:29798793-29798795
chr6	29913545	29913547	scaffold_460:70141-70143	0	.	loxAfr3	chr6:29913545-29913547	chr6:29798793-29798795
chr6	29977630	29977632	scaffold_460:70141-70143	0	.	loxAfr3	chr6:29977630-29977632	chr6:29798793-29798795
chr6	30230622	30230624	scaffold_460:70141-70143	0	.	loxAfr3	chr6:30230622-30230624	chr6:29798793-29798795
chr6	30460791	30460793	scaffold_460:70141-70143	0	.	loxAfr3	chr6:30460791-30460793	chr6:29798793-29798795
chr6	31236630	31236632	scaffold_460:70141-70143	0	.	loxAfr3	chr6:31236630-31236632	chr6:29798793-29798795
chr6	31321753	31321755	scaffold_460:70141-70143	0	.	loxAfr3	chr6:31321753-31321755	chr6:29798793-29798795
chr6_ssto_hap7	1136359	1136361	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1136359-1136361	chr6:29798793-29798795
chr6_ssto_hap7	1190085	1190087	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1190085-1190087	chr6:29798793-29798795
chr6_ssto_hap7	1228716	1228718	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1228716-1228718	chr6:29798793-29798795
chr6_ssto_hap7	1242896	1242898	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1242896-1242898	chr6:29798793-29798795
chr6_ssto_hap7	1306958	1306960	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1306958-1306960	chr6:29798793-29798795
chr6_ssto_hap7	1560623	1560625	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1560623-1560625	chr6:29798793-29798795
chr6_ssto_hap7	1793081	1793083	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:1793081-1793083	chr6:29798793-29798795
chr6_ssto_hap7	2570109	2570111	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:2570109-2570111	chr6:29798793-29798795
chr6_ssto_hap7	2655512	2655514	scaffold_460:70141-70143	0	.	loxAfr3	chr6_ssto_hap7:2655512-2655514	chr6:29798793-29798795
chr6_mcf_hap5	1099072	1099074	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:1099072-1099074	chr6:29798793-29798795
chr6_mcf_hap5	1153387	1153389	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:1153387-1153389	chr6:29798793-29798795
chr6_mcf_hap5	1295448	1295450	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:1295448-1295450	chr6:29798793-29798795
chr6_mcf_hap5	1359494	1359496	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:1359494-1359496	chr6:29798793-29798795
chr6_mcf_hap5	1842655	1842657	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:1842655-1842657	chr6:29798793-29798795
chr6_mcf_hap5	2617167	2617169	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:2617167-2617169	chr6:29798793-29798795
chr6_mcf_hap5	2701533	2701535	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mcf_hap5:2701533-2701535	chr6:29798793-29798795
chr6_cox_hap2	1314698	1314700	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1314698-1314700	chr6:29798793-29798795
chr6_cox_hap2	1372476	1372478	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1372476-1372478	chr6:29798793-29798795
chr6_cox_hap2	1411185	1411187	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1411185-1411187	chr6:29798793-29798795
chr6_cox_hap2	1425297	1425299	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1425297-1425299	chr6:29798793-29798795
chr6_cox_hap2	1489344	1489346	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1489344-1489346	chr6:29798793-29798795
chr6_cox_hap2	1742646	1742648	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1742646-1742648	chr6:29798793-29798795
chr6_cox_hap2	1972855	1972857	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:1972855-1972857	chr6:29798793-29798795
chr6_cox_hap2	2749885	2749887	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:2749885-2749887	chr6:29798793-29798795
chr6_cox_hap2	2834442	2834444	scaffold_460:70141-70143	0	.	loxAfr3	chr6_cox_hap2:2834442-2834444	chr6:29798793-29798795
chr6_mann_hap4	1099122	1099124	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1099122-1099124	chr6:29798793-29798795
chr6_mann_hap4	1153023	1153025	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1153023-1153025	chr6:29798793-29798795
chr6_mann_hap4	1191708	1191710	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1191708-1191710	chr6:29798793-29798795
chr6_mann_hap4	1205946	1205948	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1205946-1205948	chr6:29798793-29798795
chr6_mann_hap4	1276204	1276206	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1276204-1276206	chr6:29798793-29798795
chr6_mann_hap4	1578698	1578700	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1578698-1578700	chr6:29798793-29798795
chr6_mann_hap4	1808869	1808871	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:1808869-1808871	chr6:29798793-29798795
chr6_mann_hap4	2583525	2583527	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:2583525-2583527	chr6:29798793-29798795
chr6_mann_hap4	2668208	2668210	scaffold_460:70141-70143	0	.	loxAfr3	chr6_mann_hap4:2668208-2668210	chr6:29798793-29798795
chr6_apd_hap1	1100612	1100614	scaffold_460:70141-70143	0	.	loxAfr3	chr6_apd_hap1:1100612-1100614	chr6:29798793-29798795
chr6_apd_hap1	1139321	1139323	scaffold_460:70141-70143	0	.	loxAfr3	chr6_apd_hap1:1139321-1139323	chr6:29798793-29798795
chr6_apd_hap1	1153432	1153434	scaffold_460:70141-70143	0	.	loxAfr3	chr6_apd_hap1:1153432-1153434	chr6:29798793-29798795
chr6_apd_hap1	1217478	1217480	scaffold_460:70141-70143	0	.	loxAfr3	chr6_apd_hap1:1217478-1217480	chr6:29798793-29798795
chr6_qbl_hap6	1099392	1099394	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1099392-1099394	chr6:29798793-29798795
chr6_qbl_hap6	1153426	1153428	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1153426-1153428	chr6:29798793-29798795
chr6_qbl_hap6	1192110	1192112	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1192110-1192112	chr6:29798793-29798795
chr6_qbl_hap6	1206338	1206340	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1206338-1206340	chr6:29798793-29798795
chr6_qbl_hap6	1270533	1270535	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1270533-1270535	chr6:29798793-29798795
chr6_qbl_hap6	1523536	1523538	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1523536-1523538	chr6:29798793-29798795
chr6_qbl_hap6	1753706	1753708	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:1753706-1753708	chr6:29798793-29798795
chr6_qbl_hap6	2529881	2529883	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:2529881-2529883	chr6:29798793-29798795
chr6_qbl_hap6	2615269	2615271	scaffold_460:70141-70143	0	.	loxAfr3	chr6_qbl_hap6:2615269-2615271	chr6:29798793-29798795
chr6_dbb_hap3	1099414	1099416	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1099414-1099416	chr6:29798793-29798795
chr6_dbb_hap3	1153750	1153752	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1153750-1153752	chr6:29798793-29798795
chr6_dbb_hap3	1192465	1192467	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1192465-1192467	chr6:29798793-29798795
chr6_dbb_hap3	1206921	1206923	scaffold_460:70141-70143	0	.	loxAfr3	chr6_dbb_hap3:1206921-1206923	chr6:29798793-29798795
